"No.","Time","Source","Destination","Length","Protocol","Info"
"9396","1564.523611","185.220.101.175","54.36.163.65","1316","TLSv1.2","Ignored Unknown Record"
"9397","1564.896189","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"9398","1564.998062","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"9399","1565.116078","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"9400","1565.231534","185.220.101.175","54.36.163.65","128","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9401","1565.483228","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"9402","1565.483229","185.220.101.175","54.36.163.65","688","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9403","1565.954707","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12094141 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9404","1565.954707","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=12096189 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"9405","1566.376136","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12096817 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9406","1566.376136","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=12098865 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"9407","1566.956145","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12099493 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9408","1566.956145","185.220.101.175","54.36.163.65","162","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12102565 Ack=1 Win=21 Len=102 [TCP segment of a reassembled PDU]"
"9409","1566.956145","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12101541 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9410","1566.980107","185.220.101.175","54.36.163.65","982","TCP","20884  >  8001 [PSH, ACK] Seq=12102667 Ack=1 Win=21 Len=922 [TCP segment of a reassembled PDU]"
"9411","1567.053461","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12104613 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"9412","1567.053461","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12103589 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9413","1567.415482","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12104845 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9414","1567.415483","185.220.101.175","54.36.163.65","770","TCP","20884  >  8001 [PSH, ACK] Seq=12106893 Ack=1 Win=21 Len=710 [TCP segment of a reassembled PDU]"
"9415","1567.591851","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12108627 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9416","1567.591852","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12107603 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9417","1567.700082","185.220.101.175","54.36.163.65","210","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12110047 Ack=1 Win=21 Len=150 [TCP segment of a reassembled PDU]"
"9418","1567.700083","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12109023 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9419","1567.957596","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12111221 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9420","1567.957596","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12110197 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9421","1568.068430","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=12111617 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"9422","1568.410462","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12113037 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9423","1568.410462","185.220.101.175","54.36.163.65","524","TCP","20884  >  8001 [PSH, ACK] Seq=12115085 Ack=1 Win=21 Len=464 [TCP segment of a reassembled PDU]"
"9424","1568.644276","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=12115549 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"9425","1568.726468","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=12116887 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"9426","1569.012077","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12118225 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9427","1569.012077","185.220.101.175","54.36.163.65","852","TCP","20884  >  8001 [PSH, ACK] Seq=12120273 Ack=1 Win=21 Len=792 [TCP segment of a reassembled PDU]"
"9428","1569.376161","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=12121065 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9429","1569.376161","185.220.101.175","54.36.163.65","524","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12123113 Ack=1 Win=21 Len=464 [TCP segment of a reassembled PDU]"
"9430","1569.376161","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [PSH, ACK] Seq=12122089 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9431","1569.696090","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12123577 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9432","1569.696090","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=12125625 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"9433","1570.173837","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=12126253 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"9434","1570.210395","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=12127673 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"9435","1570.433629","185.220.101.175","54.36.163.65","1124","TLSv1.2","Encrypted Heartbeat [TCP segment of a reassembled PDU]"
"9436","1571.408331","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9437","1571.408331","185.220.101.175","54.36.163.65","1498","TLSv1.2","Ignored Unknown Record"
"9438","1571.460180","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9439","1571.460180","185.220.101.175","54.36.163.65","1498","TLSv1.2","Ignored Unknown Record"
"9440","1571.476129","185.220.101.175","54.36.163.65","1084","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9441","1571.476129","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"9442","1571.484601","185.220.101.175","54.36.163.65","474","TLSv1.2","Ignored Unknown Record"
"9443","1571.540024","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9444","1571.540024","185.220.101.175","54.36.163.65","868","TLSv1.2","Ignored Unknown Record"
"9445","1571.551422","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=12143307 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9446","1571.564463","185.220.101.175","54.36.163.65","456","TCP","20884  >  8001 [PSH, ACK] Seq=12144331 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9447","1571.640699","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12145751 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"9448","1571.640699","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12144727 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9449","1571.744070","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=12145983 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"9450","1571.744181","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=12147321 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9451","1571.769012","185.220.101.175","54.36.163.65","456","TCP","20884  >  8001 [PSH, ACK] Seq=12148345 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9452","1571.887575","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12149765 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9453","1571.887575","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12148741 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9454","1571.933020","185.220.101.175","54.36.163.65","210","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12151185 Ack=1 Win=21 Len=150 [TCP segment of a reassembled PDU]"
"9455","1571.933020","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12150161 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9456","1571.949627","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=12151335 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9457","1571.958114","185.220.101.175","54.36.163.65","456","TCP","20884  >  8001 [PSH, ACK] Seq=12152359 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9458","1572.032505","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12152755 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9459","1572.032505","185.220.101.175","54.36.163.65","474","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12155827 Ack=1 Win=21 Len=414 [TCP segment of a reassembled PDU]"
"9460","1572.032631","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12154803 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9461","1572.134460","185.220.101.175","54.36.163.65","834","TCP","20884  >  8001 [PSH, ACK] Seq=12156241 Ack=1 Win=21 Len=774 [TCP segment of a reassembled PDU]"
"9462","1572.281514","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12157015 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9463","1572.281514","185.220.101.175","54.36.163.65","852","TCP","20884  >  8001 [PSH, ACK] Seq=12159063 Ack=1 Win=21 Len=792 [TCP segment of a reassembled PDU]"
"9464","1572.516504","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12159855 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9465","1572.516504","185.220.101.175","54.36.163.65","196","TCP","20884  >  8001 [PSH, ACK] Seq=12161903 Ack=1 Win=21 Len=136 [TCP segment of a reassembled PDU]"
"9466","1572.561280","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12162039 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9467","1572.561280","185.220.101.175","54.36.163.65","770","TCP","20884  >  8001 [PSH, ACK] Seq=12164087 Ack=1 Win=21 Len=710 [TCP segment of a reassembled PDU]"
"9468","1572.576572","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=12164797 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9469","1572.588062","185.220.101.175","54.36.163.65","456","TCP","20884  >  8001 [PSH, ACK] Seq=12165821 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9470","1572.720745","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=12166217 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"9471","1572.819161","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12167637 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9472","1572.819161","185.220.101.175","54.36.163.65","524","TCP","20884  >  8001 [PSH, ACK] Seq=12169685 Ack=1 Win=21 Len=464 [TCP segment of a reassembled PDU]"
"9473","1572.932301","185.220.101.175","54.36.163.65","2108","TLSv1.2","Encrypted Alert, Ignored Unknown Record"
"9474","1572.932305","185.220.101.175","54.36.163.65","852","TLSv1.2","Ignored Unknown Record"
"9475","1573.043961","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"9476","1573.176173","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9477","1573.232124","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9478","1573.232124","185.220.101.175","54.36.163.65","278","TLSv1.2","Ignored Unknown Record"
"9479","1573.346096","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9480","1573.346097","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"9481","1573.484100","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"9482","1573.484100","185.220.101.175","54.36.163.65","852","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9483","1573.577336","185.220.101.175","54.36.163.65","1520","TLSv1.2","Ignored Unknown Record"
"9484","1573.663103","185.220.101.175","54.36.163.65","88","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9485","1573.671483","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"9486","1573.692608","185.220.101.175","54.36.163.65","456","TLSv1.2","Ignored Unknown Record"
"9487","1573.756093","185.220.101.175","54.36.163.65","1316","TLSv1.2","Ignored Unknown Record"
"9488","1573.790252","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9489","1573.953678","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"9490","1574.208248","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9491","1574.208248","185.220.101.175","54.36.163.65","1186","TLSv1.2","Ignored Unknown Record"
"9492","1574.235578","185.220.101.175","54.36.163.65","900","TLSv1.2","Ignored Unknown Record"
"9493","1574.252486","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9494","1574.258957","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"9495","1574.297034","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9496","1574.297034","185.220.101.175","54.36.163.65","1424","TLSv1.2","Ignored Unknown Record"
"9497","1574.332360","185.220.101.175","54.36.163.65","662","TLSv1.2","Ignored Unknown Record"
"9498","1574.416853","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9499","1574.604135","185.220.101.175","54.36.163.65","1084","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9500","1574.604135","185.220.101.175","54.36.163.65","852","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9501","1574.699492","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"9502","1574.751567","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9503","1574.776044","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9504","1574.776044","185.220.101.175","54.36.163.65","278","TLSv1.2","Ignored Unknown Record"
"9505","1574.936161","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9506","1574.936161","185.220.101.175","54.36.163.65","852","TLSv1.2","Ignored Unknown Record"
"9507","1575.128663","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9508","1575.128663","185.220.101.175","54.36.163.65","1498","TLSv1.2","Ignored Unknown Record"
"9509","1575.294938","185.220.101.175","54.36.163.65","342","TLSv1.2","Ignored Unknown Record"
"9510","1575.436076","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9511","1575.436076","185.220.101.175","54.36.163.65","2060","TLSv1.2","Ignored Unknown Record"
"9512","1575.436076","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"9513","1575.468134","185.220.101.175","54.36.163.65","668","TLSv1.2","Ignored Unknown Record"
"9514","1575.528073","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9515","1575.604080","185.220.101.175","54.36.163.65","988","TLSv1.2","Ignored Unknown Record"
"9516","1575.668389","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9517","1575.768263","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9518","1575.768263","185.220.101.175","54.36.163.65","852","TLSv1.2","Ignored Unknown Record"
"9519","1575.937606","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9520","1575.937607","185.220.101.175","54.36.163.65","1498","TLSv1.2","Ignored Unknown Record"
"9521","1576.031827","185.220.101.175","54.36.163.65","424","TLSv1.2","Ignored Unknown Record"
"9522","1576.160080","185.220.101.175","54.36.163.65","1084","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9523","1576.160080","185.220.101.175","54.36.163.65","852","TLSv1.2","Ignored Unknown Record"
"9524","1576.289119","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9525","1576.289119","185.220.101.175","54.36.163.65","524","TLSv1.2","Ignored Unknown Record"
"9526","1576.340006","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9527","1576.371451","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"9528","1576.521970","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"9529","1576.521970","185.220.101.175","54.36.163.65","606","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"9530","1576.540302","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"9531","1576.548130","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"9532","1576.668252","185.220.101.175","54.36.163.65","1316","TLSv1.2","Ignored Unknown Record"
"9533","1576.761130","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12251371 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9534","1576.932777","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12251767 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9535","1576.932778","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=12253815 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"9536","1577.047197","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=12254443 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"9537","1577.130891","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12255863 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9538","1577.130891","185.220.101.175","54.36.163.65","524","TCP","20884  >  8001 [PSH, ACK] Seq=12257911 Ack=1 Win=21 Len=464 [TCP segment of a reassembled PDU]"
"9539","1577.188945","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=12258375 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"9540","1577.241462","185.220.101.175","54.36.163.65","1520","TCP","20884  >  8001 [PSH, ACK] Seq=12259795 Ack=1 Win=21 Len=1460 [TCP segment of a reassembled PDU]"
"9541","1577.308140","185.220.101.175","54.36.163.65","1194","TCP","20884  >  8001 [PSH, ACK] Seq=12261255 Ack=1 Win=21 Len=1134 [TCP segment of a reassembled PDU]"
"9542","1577.359218","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12262389 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9543","1577.359218","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=12264437 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"9544","1577.484079","185.220.101.175","54.36.163.65","1084","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12266089 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9545","1577.484079","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12265065 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9546","1577.484079","185.220.101.175","54.36.163.65","770","TCP","20884  >  8001 [PSH, ACK] Seq=12267113 Ack=1 Win=21 Len=710 [TCP segment of a reassembled PDU]"
"9547","1577.686115","185.220.101.175","54.36.163.65","1084","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12268847 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9548","1577.686115","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12267823 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9549","1577.686115","185.220.101.175","54.36.163.65","892","TCP","20884  >  8001 [PSH, ACK] Seq=12269871 Ack=1 Win=21 Len=832 [TCP segment of a reassembled PDU]"
"9550","1577.789324","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12270703 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9551","1577.789324","185.220.101.175","54.36.163.65","484","TCP","20884  >  8001 [PSH, ACK] Seq=12272751 Ack=1 Win=21 Len=424 [TCP segment of a reassembled PDU]"
"9552","1578.055181","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12273175 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9553","1578.055181","185.220.101.175","54.36.163.65","2026","TCP","20884  >  8001 [PSH, ACK] Seq=12275223 Ack=1 Win=21 Len=1966 [TCP segment of a reassembled PDU]"
"9554","1578.092114","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12277189 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9555","1578.092114","185.220.101.175","54.36.163.65","606","TCP","20884  >  8001 [PSH, ACK] Seq=12279237 Ack=1 Win=21 Len=546 [TCP segment of a reassembled PDU]"
"9556","1578.143316","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=12279783 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"9557","1578.167987","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=12281203 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"9558","1578.200087","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12283483 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9559","1578.200087","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12282459 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9560","1578.327593","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12283879 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9561","1578.327593","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=12285927 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"9562","1578.380125","185.220.101.175","54.36.163.65","1316","TCP","20884  >  8001 [PSH, ACK] Seq=12286555 Ack=1 Win=21 Len=1256 [TCP segment of a reassembled PDU]"
"9563","1578.512251","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=12287811 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"9564","1578.581044","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=12289149 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"9565","1578.733407","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=12291511 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9566","1578.733407","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=12290487 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9567","1578.762885","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12291907 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9568","1578.762885","185.220.101.175","54.36.163.65","606","TCP","20884  >  8001 [PSH, ACK] Seq=12293955 Ack=1 Win=21 Len=546 [TCP segment of a reassembled PDU]"
"9569","1578.787061","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=12294501 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9570","1578.808653","185.220.101.175","54.36.163.65","456","TCP","20884  >  8001 [PSH, ACK] Seq=12295525 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"9571","1578.816119","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=12295921 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"9572","1578.835411","185.220.101.175","54.36.163.65","292","TCP","20884  >  8001 [PSH, ACK] Seq=12296945 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"9573","1579.012636","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12297177 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9574","1579.012636","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=12299225 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"9575","1579.065309","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=12299853 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"9576","1579.065309","185.220.101.175","54.36.163.65","852","TCP","20884  >  8001 [PSH, ACK] Seq=12301901 Ack=1 Win=21 Len=792 [TCP segment of a reassembled PDU]"
